,overview_matchesplayed,overview_matcheswon,overview_matcheslost,overview_matchesabandoned,overview_timeplayed,overview_kills,overview_deaths,overview_attackerroundswon,overview_attackerteamkillsinobj,overview_attackerenemykillsinobj,overview_attackerteamkillsoutobj,overview_attackerenemykillsoutobj,overview_defenderroundswon,overview_defenderteamkillsinobj,overview_defenderenemykillsinobj,overview_defenderteamkillsoutobj,overview_defenderenemykillsoutobj,overview_headshots,overview_headshotsmissed,overview_headshotpercentage,overview_wallbangs,overview_damagedealt,overview_assists,overview_teamkills,overview_playstyleattackerbreacher,overview_playstyleattackerentryfragger,overview_playstyleattackerintelprovider,overview_playstyleattackerroamclearer,overview_playstyleattackersupporter,overview_playstyleattackerutilityclearer,overview_playstyledefenderdebuffer,overview_playstyledefenderentrydenier,overview_playstyledefenderintelprovider,overview_playstyledefendersupporter,overview_playstyledefendertrapper,overview_playstyledefenderutilitydenier,overview_kdratio,overview_killspermatch,overview_killspermin,overview_winpercentage,overview_timealive,is_cheater
137,35,26,9,0,0,181,140,59,0,0,0,0,67,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,5.17,181.0,74.29,0,1
138,664,370,183,0,0,3919,2257,1125,0,0,0,0,1118,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,5.9,3919.0,55.72,0,1
139,250,144,35,0,0,1346,384,378,0,0,0,0,350,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,5.38,1346.0,57.6,0,1
140,1371,761,529,0,0,7978,6020,2243,0,0,0,0,2586,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,5.82,7978.0,55.51,0,1
141,230,126,104,0,0,752,739,288,0,0,0,0,304,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,3.27,752.0,54.78,0,1
142,104,62,34,0,167389,623,385,167,0,0,0,0,213,0,0,0,0,0,0,0.0,0,0,0,0,6,89,82,6,96,196,31,111,87,214,48,145,1.62,5.99,0.22,59.62,434,1
143,3,2,1,0,0,17,8,6,0,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,5.67,17.0,66.67,0,1
144,124,67,24,33,107563,645,212,124,0,0,0,0,142,0,0,0,0,0,0,0.0,0,0,0,0,43,111,58,43,56,81,31,82,36,73,68,70,3.04,5.2,0.36,54.03,507,1
145,275,143,98,0,0,1114,882,415,0,0,0,0,417,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,4.05,1114.0,52.0,0,1
146,311,208,103,0,0,1284,960,399,0,0,0,0,542,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,4.13,1284.0,66.88,0,1
147,59,40,8,0,0,282,194,104,0,0,0,0,109,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,4.78,282.0,67.8,0,1
148,20,18,2,0,0,95,47,25,0,0,0,0,33,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,4.75,95.0,90.0,0,1
149,187,120,63,4,364877,755,536,362,0,0,0,0,406,0,0,0,0,0,0,0.0,0,0,0,0,111,170,59,111,108,153,133,224,80,91,170,108,1.41,4.04,0.12,64.17,680,1
150,493,254,193,0,0,2085,2083,702,0,0,0,0,798,0,0,0,0,0,0,0.0,0,0,0,0,24,198,191,24,67,415,135,327,72,121,202,331,1.0,4.23,2085.0,51.52,0,1
151,106,39,67,0,0,124,279,81,0,0,0,0,96,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,1.17,124.0,36.79,0,1
152,378,198,176,0,0,1724,1584,514,0,0,0,0,617,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,4.56,1724.0,52.38,0,1
153,25,22,3,0,0,203,65,49,0,0,0,0,61,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,8.12,203.0,88.0,0,1
154,120,88,32,0,0,678,425,223,0,0,0,0,250,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,5.65,678.0,73.33,0,1
155,989,535,411,1,1659800,4896,4074,1521,0,0,0,0,1788,0,0,0,0,0,0,0.0,0,0,0,0,50,215,136,50,124,178,148,82,119,149,89,246,1.2,4.95,0.18,54.1,407,1
156,507,245,262,0,0,1059,1637,506,0,0,0,0,551,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,2.09,1059.0,48.32,0,1
157,336,213,116,0,0,2114,1328,512,0,0,0,0,598,0,0,0,0,0,0,0.0,0,0,0,0,27,67,35,27,26,59,85,68,46,13,71,46,1.59,6.29,2114.0,63.39,0,1
158,73,39,20,14,56786,331,164,69,0,0,0,0,86,0,0,0,0,0,0,0.0,0,0,0,0,10,36,25,10,37,25,15,44,15,45,13,45,2.02,4.53,0.35,53.42,346,1
159,651,354,280,0,75718,2707,2676,1012,0,0,0,0,1176,0,0,0,0,0,0,0.0,0,0,0,0,11,44,49,11,21,111,58,38,51,40,62,66,1.01,4.16,2.15,54.38,28,1
160,114,111,3,0,0,790,180,280,0,0,0,0,257,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.39,6.93,790.0,97.37,0,1
161,3015,1457,1471,37,4606537,14168,14155,4459,1,204,24,617,5097,10,121,23,668,5304,3846,57.97,127,180467,215,58,499,1819,1708,499,816,2196,1080,802,1728,2039,928,1357,1.0,4.7,0.18,48.33,325,1
162,188,97,17,0,0,826,258,183,0,0,0,0,206,0,0,0,0,0,0,0.0,0,0,0,0,71,87,108,71,335,182,63,97,169,66,54,230,3.2,4.39,826.0,51.6,0,1
163,498,284,214,0,0,1799,1757,637,0,0,0,0,624,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,3.61,1799.0,57.03,0,1
164,231,132,84,0,347525,1101,802,340,0,0,0,0,393,0,0,0,0,0,0,0.0,0,0,0,0,0,72,51,0,51,89,15,83,54,54,70,69,1.37,4.77,0.19,57.14,433,1
165,605,334,259,0,1204850,2201,2459,900,0,0,0,0,1070,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.9,3.64,0.11,55.21,489,1
166,66,60,6,0,0,467,131,140,0,0,0,0,149,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,7.08,467.0,90.91,0,1
167,380,221,121,0,740271,1688,1334,732,0,10,0,68,803,1,3,0,63,80,64,55.56,29,19648,13,1,1,38,14,1,15,1,10,1,7,23,6,17,1.27,4.44,0.14,58.16,554,1
168,44,35,9,0,36993,283,126,64,0,0,0,0,66,0,0,0,0,0,0,0.0,0,0,0,0,0,3,4,0,3,4,4,7,0,3,3,10,2.25,6.43,0.46,79.55,293,1
169,35,17,17,0,0,194,130,59,0,0,0,0,63,0,0,0,0,0,0,0.0,0,0,0,0,0,75,37,0,108,29,3,68,5,63,10,56,1.49,5.54,194.0,48.57,0,1
170,42,38,4,0,0,323,108,102,0,0,0,0,98,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,7.69,323.0,90.48,0,1
171,152,122,27,0,0,1113,319,281,0,0,0,0,286,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49,7.32,1113.0,80.26,0,1
172,204,189,15,0,0,845,341,531,0,0,0,0,388,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,4.14,845.0,92.65,0,1
173,88,82,6,0,0,1184,175,15,0,0,0,0,346,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,13.45,1184.0,93.18,0,1
174,177,141,12,24,208342,1207,355,300,0,0,0,0,321,0,0,0,0,0,0,0.0,0,0,0,0,4,187,73,4,276,128,4,163,164,114,200,133,3.4,6.82,0.35,79.66,586,1
175,1716,889,827,0,0,6097,6481,2195,0,0,0,0,2613,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,3.55,6097.0,51.81,0,1
176,714,355,353,6,214500,2369,2916,1021,0,0,0,0,1178,0,0,0,0,79,67,54.11,8,0,0,0,59,99,42,59,108,27,83,50,95,73,43,69,0.81,3.32,0.66,49.72,73,1
177,3148,1691,1388,0,0,14284,10925,4223,0,0,0,0,4686,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,4.54,14284.0,53.72,0,1
178,2895,1639,1256,0,0,10342,11346,3965,0,0,0,0,4284,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,3.57,10342.0,56.61,0,1
179,373,172,201,0,0,970,1185,393,0,0,0,0,408,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,2.6,970.0,46.11,0,1
180,740,376,331,0,0,3385,3346,1034,0,0,0,0,1175,0,0,0,0,0,0,0.0,0,0,0,0,102,472,327,102,182,659,206,440,456,344,393,516,1.01,4.57,3385.0,50.81,0,1
181,456,238,199,0,1266201,2374,1791,2436,0,0,0,0,2562,0,0,0,0,0,0,0.0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1.33,5.21,0.11,52.19,706,1
182,2147,1211,869,0,0,10474,9229,3350,0,0,0,0,3453,0,0,0,0,0,0,0.0,0,0,0,0,28,200,88,28,99,115,68,113,124,148,59,201,1.13,4.88,10474.0,56.4,0,1
183,61,44,17,0,0,367,166,71,0,0,0,0,88,0,0,0,0,0,0,0.0,0,0,0,0,20,45,15,20,53,17,5,73,34,29,46,57,2.21,6.02,367.0,72.13,0,1
184,18,14,4,0,0,130,74,44,0,0,0,0,40,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,7.22,130.0,77.78,0,1
185,913,544,369,0,0,3652,4023,1410,0,0,0,0,1602,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,4.0,3652.0,59.58,0,1
186,100,87,13,0,0,841,210,163,0,0,0,0,183,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,8.41,841.0,87.0,0,1
187,219,126,89,0,500400,949,927,320,0,0,0,0,337,0,0,0,0,0,0,0.0,0,0,0,0,56,440,425,56,155,621,134,438,150,478,122,654,1.02,4.33,0.11,57.53,539,1
188,200,135,65,0,0,1509,815,349,0,0,0,0,436,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,7.54,1509.0,67.5,0,1
189,44,28,8,8,29395,269,64,51,0,0,0,0,42,0,0,0,0,0,0,0.0,0,0,0,0,24,30,30,24,3,13,18,12,16,29,18,25,4.2,6.11,0.55,63.64,459,1
190,425,242,152,0,0,2349,1686,570,0,0,0,0,734,0,0,0,0,0,0,0.0,0,0,0,0,86,405,332,86,289,453,448,387,372,297,365,591,1.39,5.53,2349.0,56.94,0,1
191,512,262,246,0,0,1897,1784,599,0,0,0,0,722,0,0,0,0,0,0,0.0,0,0,0,0,62,314,100,62,112,162,138,195,191,216,183,212,1.06,3.71,1897.0,51.17,0,1
192,340,183,146,2,855438,1458,1398,673,0,0,0,0,748,0,0,0,0,0,0,0.0,0,0,0,0,171,503,393,171,224,614,589,380,222,168,372,592,1.04,4.29,0.1,53.82,611,1
193,12,11,1,0,0,136,38,21,0,0,0,0,27,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,11.33,136.0,91.67,0,1
194,238,96,136,0,322805,489,745,227,0,0,0,0,274,0,0,0,0,0,0,0.0,0,0,0,0,43,80,51,43,193,350,48,379,45,148,289,120,0.66,2.05,0.09,40.34,433,1
195,21,17,4,0,0,209,34,27,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0,2,33,5,2,5,2,18,12,6,7,19,17,6.15,9.95,209.0,80.95,0,1
196,22,16,0,0,0,176,30,29,0,0,0,0,34,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87,8.0,176.0,72.73,0,1
197,32,24,8,0,34453,150,73,52,0,0,0,0,46,0,0,0,0,0,0,0.0,0,0,0,0,2,4,2,2,4,22,25,1,5,3,24,0,2.05,4.69,0.26,75.0,471,1
198,683,379,275,0,0,3353,2841,932,0,0,0,0,1151,0,0,0,0,0,0,0.0,0,0,0,0,3,100,41,3,32,121,69,85,82,84,44,128,1.18,4.91,3353.0,55.49,0,1
199,29,21,8,0,0,217,63,47,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,7.48,217.0,72.41,0,1
200,949,511,398,0,8433792,3965,3625,8814,0,0,0,0,9830,0,0,0,0,0,0,0.0,0,0,0,0,15,104,90,15,103,135,14,78,46,153,74,74,1.09,4.18,0.03,53.85,2326,1
201,330,92,237,0,0,279,848,264,0,0,0,0,315,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.85,279.0,27.88,0,1
202,260,172,78,0,0,1863,803,480,0,0,0,0,459,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,7.17,1863.0,66.15,0,1
203,2220,1052,1168,0,0,6675,9335,2911,0,0,0,0,3277,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,3.01,6675.0,47.39,0,1
204,45,32,5,0,49939,384,74,77,0,0,0,0,68,0,0,0,0,0,0,0.0,0,0,0,0,24,27,29,24,183,55,63,24,26,35,10,78,5.19,8.53,0.46,71.11,674,1
205,323,199,108,0,0,990,962,463,0,0,0,0,519,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,3.07,990.0,61.61,0,1
206,26,20,6,0,0,156,40,32,0,0,0,0,28,0,0,0,0,0,0,0.0,0,0,0,0,1,3,4,1,59,44,0,34,0,10,26,17,3.9,6.0,156.0,76.92,0,1
207,210,175,35,0,0,1056,166,418,0,0,0,0,412,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36,5.03,1056.0,83.33,0,1
208,99,50,49,0,0,483,226,134,0,0,0,0,222,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,4.88,483.0,50.51,0,1
209,161,81,80,0,0,809,403,108,0,0,0,0,93,0,0,0,0,0,0,0.0,0,0,0,0,34,49,33,34,24,34,32,29,26,23,32,52,2.01,5.02,809.0,50.31,0,1
210,62,47,15,0,0,411,162,113,0,0,0,0,136,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,6.63,411.0,75.81,0,1
211,639,350,234,0,1105601,3374,2681,1011,0,0,0,0,1176,0,0,0,0,0,0,0.0,0,0,0,0,60,292,228,60,179,263,189,243,215,203,247,294,1.26,5.28,0.18,54.77,412,1
212,235,140,93,0,0,1302,922,306,0,0,0,0,387,0,0,0,0,0,0,0.0,0,0,0,0,107,196,316,107,318,112,331,137,191,146,127,342,1.41,5.54,1302.0,59.57,0,1
213,748,387,303,0,6030,3682,2796,1078,0,0,0,4,1261,0,1,0,4,1,8,11.11,0,1492,6,0,41,65,35,41,25,110,151,10,72,23,29,126,1.32,4.92,36.82,51.74,2,1
214,346,207,133,0,2942348,2135,1181,501,0,0,0,0,608,0,0,0,0,0,0,0.0,0,0,0,0,1,434,71,1,35,353,449,222,299,176,67,345,1.81,6.17,0.04,59.83,2491,1
215,274,144,96,0,0,1085,646,392,0,0,0,0,349,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,3.96,1085.0,52.55,0,1
216,385,218,159,1,1515995,2006,1671,605,0,0,0,0,693,0,0,0,0,518,496,51.08,0,0,0,0,15,118,72,15,49,367,105,130,236,162,133,255,1.2,5.21,0.08,56.62,907,1
217,32,22,10,0,0,193,92,37,0,0,0,0,40,0,0,0,0,0,0,0.0,0,0,0,0,2,53,26,2,26,18,1,9,6,66,4,53,2.1,6.03,193.0,68.75,0,1
218,131,94,37,0,0,1008,551,180,0,0,0,0,242,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,7.69,1008.0,71.76,0,1
219,106,86,20,0,0,1526,463,145,0,0,0,0,322,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,14.4,1526.0,81.13,0,1
220,46,42,4,0,36945,354,84,71,0,0,0,0,62,0,0,0,0,0,0,0.0,0,0,0,0,0,51,23,0,27,8,28,44,0,14,28,46,4.21,7.7,0.58,91.3,439,1
221,471,288,183,0,0,2533,1566,724,0,0,0,0,839,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,5.38,2533.0,61.15,0,1
222,73,48,25,0,96753,444,177,90,0,0,0,0,100,0,0,0,0,0,0,0.0,0,0,0,0,0,165,4,0,9,0,5,2,5,155,2,142,2.51,6.08,0.28,65.75,546,1
223,388,210,172,0,0,2277,1827,549,0,0,0,0,662,0,0,0,0,0,0,0.0,0,0,0,0,88,315,150,88,180,178,282,166,207,250,202,190,1.25,5.87,2277.0,54.12,0,1
224,1524,844,677,0,0,7513,6550,2509,0,0,0,0,3028,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,4.93,7513.0,55.38,0,1
225,22,16,6,0,0,186,35,30,0,0,0,0,36,0,0,0,0,0,0,0.0,0,0,0,0,3,2,6,3,6,19,2,0,25,2,0,23,5.31,8.45,186.0,72.73,0,1
226,15,12,1,2,11014,102,20,21,0,0,0,0,18,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,22,0,0,0,0,26,0,0,5.1,6.8,0.56,80.0,550,1
227,747,407,302,0,1295679,3987,3202,1126,0,2,0,5,1368,0,1,0,2,7,3,70.0,1,1566,1,0,35,210,152,35,70,147,93,151,79,132,131,195,1.25,5.34,0.18,54.48,404,1
228,437,212,189,0,0,2032,1222,497,0,0,0,0,562,0,0,0,0,0,0,0.0,0,0,0,0,30,210,260,30,283,621,213,451,143,442,256,438,1.66,4.65,2032.0,48.51,0,1
229,1437,744,679,0,0,6300,5809,1872,0,0,0,0,2188,0,0,0,0,0,0,0.0,0,0,0,0,37,124,73,37,39,151,70,143,54,67,71,168,1.08,4.38,6300.0,51.77,0,1
230,495,248,226,0,0,2101,1319,618,0,0,0,0,673,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,4.24,2101.0,50.1,0,1
231,422,238,171,0,193,1470,1197,465,0,0,0,0,542,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.23,3.48,490.0,56.4,0,1
232,911,514,364,14,1887224,4420,3874,1631,1,35,1,210,1925,0,47,2,171,1255,938,57.23,84,42533,56,4,195,519,364,195,241,232,219,216,474,247,366,357,1.14,4.85,0.14,56.42,487,1
233,260,125,134,0,0,897,1111,351,0,0,0,0,418,0,0,0,0,0,0,0.0,0,0,0,0,16,55,50,16,90,301,103,182,82,165,0,232,0.81,3.45,897.0,48.08,0,1
234,47,32,15,0,0,320,139,59,0,0,0,0,61,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.81,320.0,68.09,0,1
235,317,182,105,0,0,1255,1021,470,0,0,0,0,548,0,0,0,0,0,0,0.0,0,0,0,0,3,15,0,3,17,6,12,19,12,6,0,22,1.23,3.96,1255.0,57.41,0,1
236,245,166,34,0,0,1227,596,413,0,0,0,0,425,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,5.01,1227.0,67.76,0,1
237,60,51,9,0,50057,430,138,83,0,0,0,0,86,0,0,0,0,0,0,0.0,0,0,0,0,39,63,25,39,16,7,67,33,16,13,78,15,3.12,7.17,0.52,85.0,362,1
238,24,23,1,0,0,225,44,37,0,0,0,0,45,0,0,0,0,0,0,0.0,0,0,0,0,16,21,6,16,18,6,9,20,7,26,19,13,5.11,9.38,225.0,95.83,0,1
239,447,248,184,0,0,2112,1911,627,0,0,0,0,696,0,0,0,0,0,0,0.0,0,0,0,0,5,113,19,5,18,44,31,69,37,27,53,72,1.11,4.72,2112.0,55.48,0,1
240,32,29,3,0,0,299,41,15,0,0,0,0,17,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29,9.34,299.0,90.62,0,1
241,470,260,185,0,0,2345,1874,738,0,0,0,0,843,0,0,0,0,0,0,0.0,0,0,0,0,1,3,2,1,2,2,1,0,0,0,1,0,1.25,4.99,2345.0,55.32,0,1
242,254,153,92,0,0,1308,810,321,0,0,0,0,349,0,0,0,0,0,0,0.0,0,0,0,0,1,16,8,1,19,36,14,31,24,14,7,56,1.61,5.15,1308.0,60.24,0,1
243,357,221,100,0,0,1835,1236,541,0,0,0,0,521,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,5.14,1835.0,61.9,0,1
244,875,491,331,0,0,4498,3057,1263,0,0,0,0,1449,0,0,0,0,0,0,0.0,0,0,0,0,72,144,73,72,17,123,53,77,80,87,43,133,1.47,5.14,4498.0,56.11,0,1
245,289,185,95,0,0,1495,658,367,0,0,0,0,380,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,5.17,1495.0,64.01,0,1
246,167,110,30,27,317427,713,357,339,0,0,0,0,342,0,0,0,0,0,0,0.0,0,0,0,0,324,398,121,324,146,161,367,157,392,92,128,118,2.0,4.27,0.13,65.87,889,1
247,556,291,230,0,960347,2383,2207,861,0,0,0,0,1028,0,0,0,0,0,0,0.0,0,0,0,0,15,96,104,15,44,85,58,105,66,21,83,127,1.08,4.29,0.15,52.34,435,1
248,175,109,35,31,146175,871,370,185,0,0,0,0,211,0,0,0,0,0,0,0.0,0,0,0,0,0,207,73,0,81,74,12,80,15,197,24,195,2.35,4.98,0.36,62.29,395,1
249,70,64,6,0,0,649,95,163,0,0,0,0,138,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83,9.27,649.0,91.43,0,1
250,192,125,67,0,0,1106,692,333,0,0,0,0,356,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,5.76,1106.0,65.1,0,1
251,286,149,120,0,0,1398,1058,426,0,0,0,0,481,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,4.89,1398.0,52.1,0,1
252,393,222,169,0,546782,1439,1727,2530,0,0,0,0,2611,0,0,0,0,0,0,0.0,0,0,0,0,138,204,131,138,94,183,116,170,95,191,127,198,0.83,3.66,0.16,56.49,316,1
253,175,105,44,0,0,825,511,252,0,0,0,0,255,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,4.71,825.0,60.0,0,1
254,10,9,1,0,0,100,23,23,0,0,0,0,15,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35,10.0,100.0,90.0,0,1
255,207,193,14,0,0,1714,284,225,0,0,0,0,517,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04,8.28,1714.0,93.24,0,1
256,42,39,3,0,0,537,97,36,0,0,0,0,132,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,12.79,537.0,92.86,0,1
257,505,272,193,0,0,2943,1921,785,0,0,0,0,876,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,5.83,2943.0,53.86,0,1
258,317,156,159,0,425268,768,886,348,0,0,0,0,379,0,0,0,0,0,0,0.0,0,0,0,0,20,33,64,20,41,46,39,35,20,18,34,42,0.87,2.42,0.11,49.21,479,1
259,72,53,19,0,0,360,199,127,0,0,0,0,118,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,5.0,360.0,73.61,0,1
260,552,290,247,0,0,1783,1802,704,0,0,0,0,818,0,0,0,0,0,0,0.0,0,0,0,0,1,18,8,1,20,30,13,26,9,8,27,15,0.99,3.23,1783.0,52.54,0,1
261,193,113,80,0,0,618,638,277,0,0,0,0,288,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,3.2,618.0,58.55,0,1
262,835,538,297,0,0,5316,2955,1289,0,0,0,0,1407,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,6.37,5316.0,64.43,0,1
263,36,29,7,0,25,208,137,59,0,0,0,0,54,0,0,0,0,0,0,0.0,0,0,0,0,21,25,16,21,26,63,53,4,35,44,32,39,1.52,5.78,208.0,80.56,0,1
264,66,36,30,0,0,178,185,76,0,0,0,0,86,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,2.7,178.0,54.55,0,1
265,351,197,140,0,0,1715,1255,502,0,0,0,0,575,0,0,0,0,0,0,0.0,0,0,0,0,0,101,153,0,106,222,116,199,116,95,88,200,1.37,4.89,1715.0,56.13,0,1
266,171,126,45,0,0,1230,647,299,0,0,0,0,350,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,7.19,1230.0,73.68,0,1
267,522,304,211,2,834051,2467,1987,766,0,19,1,138,989,0,47,1,132,425,412,50.78,72,48183,50,2,41,270,175,41,113,229,98,99,179,258,134,344,1.24,4.73,0.18,58.24,419,1
268,14,12,2,0,0,109,33,7,0,0,0,0,43,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.79,109.0,85.71,0,1
269,396,227,163,0,0,1768,1286,594,0,0,0,0,605,0,0,0,0,0,0,0.0,0,0,0,0,4,160,32,4,171,144,82,102,101,170,65,110,1.37,4.46,1768.0,57.32,0,1
270,35,31,4,0,0,489,84,57,0,0,0,0,72,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,13.97,489.0,88.57,0,1
271,1490,753,688,0,0,5923,5103,1820,0,0,0,0,2005,0,0,0,0,0,0,0.0,0,0,0,0,35,58,43,35,44,33,51,33,58,32,23,64,1.16,3.98,5923.0,50.54,0,1
272,729,380,326,15,1032722,3744,2565,885,0,0,0,0,1122,0,0,0,0,0,0,0.0,0,0,0,0,364,939,288,364,37,437,486,834,373,269,972,408,1.46,5.14,0.22,52.13,402,1
273,427,205,211,0,0,962,1414,449,0,0,0,0,493,0,0,0,0,0,0,0.0,0,0,0,0,49,107,99,49,54,165,64,95,54,91,47,129,0.68,2.25,962.0,48.01,0,1
