,overview_matchesplayed,overview_matcheswon,overview_matcheslost,overview_matchesabandoned,overview_timeplayed,overview_kills,overview_deaths,overview_attackerroundswon,overview_attackerteamkillsinobj,overview_attackerenemykillsinobj,overview_attackerteamkillsoutobj,overview_attackerenemykillsoutobj,overview_defenderroundswon,overview_defenderteamkillsinobj,overview_defenderenemykillsinobj,overview_defenderteamkillsoutobj,overview_defenderenemykillsoutobj,overview_headshots,overview_headshotsmissed,overview_headshotpercentage,overview_wallbangs,overview_damagedealt,overview_assists,overview_teamkills,overview_playstyleattackerbreacher,overview_playstyleattackerentryfragger,overview_playstyleattackerintelprovider,overview_playstyleattackerroamclearer,overview_playstyleattackersupporter,overview_playstyleattackerutilityclearer,overview_playstyledefenderdebuffer,overview_playstyledefenderentrydenier,overview_playstyledefenderintelprovider,overview_playstyledefendersupporter,overview_playstyledefendertrapper,overview_playstyledefenderutilitydenier,overview_kdratio,overview_killspermatch,overview_killspermin,overview_winpercentage,overview_timealive,is_cheater
2815,901,511,320,70,929361,3543,2494,981,1,106,14,645,1092,1,59,6,698,828,751,52.44,354,200903,173,22,260,571,866,260,293,1057,910,530,439,403,399,944,1.42,3.93,0.23,56.71,372,0
2816,1046,531,478,37,2951737,5512,4183,1271,1,426,46,2156,1561,13,480,37,2202,2966,2487,54.39,460,746697,612,97,1770,2201,1916,1770,1022,1102,1230,1573,2192,1898,1119,1356,1.32,5.27,0.11,50.76,705,0
2817,687,318,361,6,1029546,2540,2404,794,0,20,1,97,838,0,21,1,96,119,135,46.85,17,31058,25,2,47,65,81,47,57,94,33,115,25,36,43,113,1.06,3.7,0.15,46.29,428,0
2818,668,383,279,1,153183,2848,2146,782,0,60,6,354,963,1,43,5,583,366,691,34.63,163,141295,64,12,90,548,184,90,178,70,58,186,485,444,207,187,1.33,4.26,1.12,57.34,71,0
2819,355,192,129,34,368381,1435,960,395,1,111,10,322,451,0,27,14,369,620,821,43.03,130,113079,47,25,129,287,226,129,217,268,122,300,215,187,341,174,1.49,4.04,0.23,54.08,383,0
2820,1144,578,518,48,1761589,5723,5591,1313,0,225,16,1315,1749,2,498,11,1303,2090,2527,45.27,439,417403,1061,29,400,819,995,400,608,1970,779,1144,575,889,1002,1812,1.02,5.0,0.19,50.52,315,0
2821,1353,624,519,210,1375657,4185,3305,1203,0,48,16,363,1427,3,66,5,371,1425,2467,36.61,128,106311,153,24,755,1016,654,755,952,774,1218,389,1439,763,516,513,1.27,3.09,0.18,46.12,416,0
2822,1184,710,415,59,3314898,5419,4329,2996,1,259,35,2327,3398,13,550,40,2151,3645,1806,66.87,663,738684,565,89,842,2024,1328,842,1781,1304,738,923,764,2408,994,1316,1.25,4.58,0.1,59.97,765,0
2823,355,201,142,12,583868,1554,1247,555,1,130,11,726,672,3,163,13,728,843,1117,43.01,181,258092,246,28,218,636,594,218,292,136,486,602,248,246,539,228,1.25,4.38,0.16,56.62,468,0
2824,1194,564,584,39,2744463,4193,4534,2325,2,196,23,1260,2694,6,313,18,1157,1857,1369,57.56,302,411961,502,49,1123,2745,2221,1123,1820,1641,1183,1752,1926,2088,1753,2537,0.92,3.51,0.09,47.24,605,0
2825,624,373,211,40,791996,3036,1604,695,0,114,21,742,837,5,194,7,753,851,1355,38.58,253,159518,235,33,271,485,329,271,570,567,322,488,501,523,318,442,1.89,4.87,0.23,59.78,493,0
2826,628,346,265,17,738975,2487,2423,1304,0,176,17,647,1507,3,229,22,517,849,950,47.19,150,207698,275,42,286,518,461,286,485,290,345,574,290,328,524,209,1.03,3.96,0.2,55.1,304,0
2827,1881,937,927,15,3361961,7370,8964,2712,0,130,13,898,2783,1,67,11,927,1177,886,57.05,395,271551,95,25,322,586,305,322,529,188,176,210,348,604,181,674,0.82,3.92,0.13,49.81,375,0
2828,3877,1865,1305,707,6527903,15718,12147,5440,2,750,53,4471,6603,15,1315,72,3704,9374,10532,47.09,1272,1224945,1245,142,1516,5367,4365,1516,3375,3574,1457,3666,4213,4171,2961,3553,1.29,4.05,0.14,48.1,537,0
2829,1087,575,494,18,3201513,4482,4648,1351,3,280,38,1636,1717,23,599,48,1599,2319,1930,54.58,275,586298,642,112,2256,3810,2214,2256,2960,1554,2214,2421,2753,3375,1962,3247,0.96,4.12,0.08,52.9,688,0
2830,1020,579,423,18,1483703,5448,3698,1388,1,231,20,1082,1531,6,198,18,1091,1956,908,68.3,394,354504,210,45,202,780,330,202,391,342,208,655,343,491,447,347,1.47,5.34,0.22,56.76,401,0
2831,484,255,226,1,580315,1824,1679,575,0,33,6,116,633,1,8,4,145,311,114,73.18,72,39631,15,11,52,111,44,52,47,41,57,42,54,64,56,88,1.09,3.77,0.19,52.69,345,0
2832,413,244,158,11,3905249,2466,1471,2896,0,119,22,934,3031,3,168,9,890,1508,789,65.65,224,263258,195,34,1551,2801,2367,1551,2314,2426,1410,1636,1738,1713,1378,2283,1.68,5.97,0.04,59.08,2654,0
2833,357,170,129,58,539152,1337,916,459,1,103,18,615,528,13,303,18,510,870,836,51.0,200,172565,272,50,402,453,407,402,440,247,277,386,573,460,165,268,1.46,3.75,0.15,47.62,588,0
2834,209,127,64,18,258619,1478,816,765,0,86,7,498,782,2,70,10,501,666,789,45.77,175,165511,116,19,186,617,456,186,392,617,472,408,220,604,339,637,1.81,7.07,0.34,60.77,316,0
2835,136,103,16,17,627024,876,389,5339,0,81,10,646,4630,5,98,15,640,1165,868,57.3,163,191103,124,30,171,897,392,171,554,275,292,451,375,673,304,613,2.25,6.44,0.08,75.74,1611,0
2836,1287,646,594,47,1991236,6400,5844,2509,3,221,31,1292,2662,11,278,20,1234,1747,1844,48.65,211,435271,397,65,886,2272,1679,886,1048,827,559,1211,1560,1119,1455,1302,1.1,4.97,0.19,50.19,340,0
2837,1053,584,389,80,711818,4479,2829,1041,4,336,34,1703,1229,15,410,26,1721,2051,2371,46.38,535,583450,494,79,438,550,687,438,658,1095,872,424,460,717,401,1197,1.58,4.25,0.38,55.46,251,0
2838,542,341,147,54,670826,2364,1483,674,0,53,9,475,789,0,87,13,486,1245,1107,52.93,163,151702,127,22,175,499,291,175,550,388,181,540,283,427,466,288,1.59,4.36,0.21,62.92,452,0
2839,266,140,88,38,277750,1392,823,301,2,114,10,645,292,7,176,10,450,852,611,58.24,161,197203,148,29,161,422,88,161,155,87,40,205,275,156,217,254,1.69,5.23,0.3,52.63,337,0
2840,781,310,273,198,805669,2970,2429,594,2,155,11,815,647,4,401,14,539,766,1393,35.48,156,172142,304,31,436,484,563,436,378,600,343,500,444,554,399,354,1.22,3.8,0.22,39.69,331,0
2841,379,234,134,11,393729,2593,1376,553,0,151,10,840,647,2,201,5,884,1023,1118,47.78,225,282845,122,17,256,431,289,256,371,280,153,581,224,446,461,223,1.88,6.84,0.4,61.74,286,0
2842,380,214,11,155,106541,456,188,193,0,26,6,202,191,1,16,3,207,267,190,58.42,49,60948,54,10,10,64,58,10,71,55,103,96,13,72,111,68,2.43,1.2,0.26,56.32,566,0
2843,514,258,240,16,922750,1706,2504,611,0,35,11,372,759,0,86,10,372,595,737,44.67,94,62524,218,21,330,794,614,330,660,305,136,835,263,419,901,128,0.68,3.32,0.11,50.19,368,0
2844,10373,5173,4109,1089,3142728,44814,36251,3452,1,172,31,1290,3936,14,373,25,1244,2375,1328,64.14,458,417388,284,71,309,1018,694,309,419,872,370,548,770,652,710,841,1.24,4.32,0.86,49.87,86,0
2845,10675,6208,4250,20,12662716,51308,45111,21894,2,997,52,5615,25137,13,1314,65,6247,22531,11903,65.43,1395,1985286,1480,132,1072,11330,9815,1072,4310,6552,2229,3973,6850,8491,6084,7450,1.14,4.81,0.24,58.15,280,0
2846,436,293,128,15,958642,2824,1250,626,4,213,30,1166,661,15,327,19,1062,1799,1021,63.79,418,380377,242,68,281,638,544,281,274,525,333,395,593,522,247,404,2.26,6.48,0.18,67.2,766,0
2847,3271,1597,1545,115,5373769,11668,13315,9569,3,203,34,1841,9779,4,677,23,1280,3621,4201,46.29,390,543912,868,64,2325,1605,3384,2325,1553,2389,2063,3116,1125,651,2438,2393,0.88,3.57,0.13,48.82,403,0
2848,3602,1853,1562,187,3611290,16787,13417,4591,8,1110,209,6492,5578,73,1157,152,6809,7738,9995,43.64,1823,2005400,2424,442,4588,4293,2616,4588,4070,2513,4192,2791,3103,4402,1119,2911,1.25,4.66,0.28,51.44,269,0
2849,2054,1199,780,44,2377622,10452,7155,3142,0,282,32,1406,3561,7,292,26,1404,2419,1195,66.93,362,456783,355,65,330,1384,553,330,854,1099,481,1175,1164,896,1430,698,1.46,5.09,0.26,58.37,332,0
2850,1483,733,738,12,1937693,3816,5024,1419,1,159,11,762,1712,0,250,7,795,824,1275,39.26,121,284826,464,19,241,69,219,241,686,728,297,1071,163,100,1054,295,0.76,2.57,0.12,49.43,385,0
2851,280,198,76,6,320176,1447,964,373,0,85,9,547,419,1,34,10,647,797,515,60.75,216,180499,110,20,80,285,187,80,187,188,221,176,120,378,137,122,1.5,5.17,0.27,70.71,332,0
2852,545,322,218,4,915390,2524,2068,789,0,64,2,370,944,0,62,7,323,455,373,54.95,127,111836,95,9,55,207,138,55,239,423,430,164,418,150,212,154,1.22,4.63,0.17,59.08,442,0
2853,254,208,34,12,6864858,1295,587,6105,0,119,13,840,6139,4,205,16,737,1809,1168,60.77,334,212084,196,33,455,2228,1831,455,1017,1963,774,1213,1211,2023,895,2035,2.21,5.1,0.01,81.89,11694,0
2854,2535,1439,1013,73,9444972,14329,9426,10700,4,469,48,2742,10916,22,905,53,2726,7440,5280,58.49,774,859677,977,127,532,1658,919,532,1151,1079,734,883,1530,1534,639,1682,1.52,5.65,0.09,56.77,1002,0
2855,1389,725,574,90,1513518,3432,4060,1325,1,101,9,412,1718,1,164,10,381,524,575,47.68,86,158229,267,21,573,689,884,573,1021,864,821,888,848,883,283,592,0.85,2.47,0.14,52.2,372,0
2856,82,60,18,4,106530,543,288,117,0,41,6,202,118,1,31,9,153,301,162,65.01,53,59262,33,16,56,107,72,56,55,71,69,47,121,19,62,92,1.89,6.62,0.31,73.17,369,0
2857,551,301,234,16,750203,3093,2277,659,0,114,6,619,798,0,198,1,534,1321,1563,45.8,125,211095,265,7,172,524,478,172,546,433,214,393,213,816,100,716,1.36,5.61,0.25,54.63,329,0
2858,902,537,346,19,1749543,5358,3362,5794,4,324,51,2232,6031,24,698,52,2005,2956,2423,54.95,611,736333,634,131,1075,2069,1476,1075,1605,1682,1098,1676,1807,2148,966,1874,1.59,5.94,0.18,59.53,520,0
2859,540,357,166,17,652496,2519,1865,795,3,109,17,1084,867,7,238,7,947,1617,883,64.68,202,333788,312,34,184,847,803,184,430,266,289,307,915,485,524,311,1.35,4.66,0.23,66.11,349,0
2860,22,22,0,0,287746,301,17,45,0,37,0,146,28,0,2,2,121,220,91,70.74,67,40202,7,2,44,54,5,44,244,472,4,11,24,15,24,1,17.71,13.68,0.06,100.0,16926,0
2861,912,506,381,25,934958,3818,3217,1086,1,68,5,548,1247,2,71,8,574,576,710,44.79,103,180304,234,16,313,603,450,313,270,160,530,121,534,280,85,99,1.19,4.19,0.25,55.48,290,0
2862,746,384,206,156,658577,2488,1472,562,2,85,5,1017,788,3,293,7,955,1158,1315,46.83,236,332242,431,17,43,408,337,43,618,319,437,368,78,292,586,812,1.69,3.34,0.23,51.47,447,0
2863,300,171,125,4,448202,1488,1136,1130,0,68,9,594,1409,3,166,12,638,813,677,54.56,122,200019,180,24,204,316,352,204,374,182,95,420,297,387,313,192,1.31,4.96,0.2,57.0,394,0
2864,8170,4078,2704,1388,3233914,32651,26635,3277,3,391,49,2326,3524,8,456,29,2535,3228,3141,50.68,395,768095,889,89,891,3282,1295,891,1485,1465,1006,1171,3050,2368,1241,2305,1.23,4.0,0.61,49.91,121,0
2865,938,669,223,46,2036829,6209,2909,4171,3,445,43,2824,4533,4,657,33,2746,3601,4187,46.24,1256,893663,699,83,895,2505,1880,895,1413,1951,818,1453,1525,2573,817,2403,2.13,6.62,0.18,71.32,700,0
2866,182,111,54,17,1017345,1094,617,5831,0,145,17,981,5604,2,83,17,1085,1431,1284,52.71,168,236644,247,36,279,1105,668,279,536,835,490,750,843,680,807,892,1.77,6.01,0.06,60.99,1648,0
2867,2525,1097,874,554,4026537,9315,8366,5637,1,265,42,1746,6634,9,549,36,1629,5602,6761,45.31,675,413425,992,88,1866,3212,2892,1866,2067,2693,1078,2845,1964,2212,2293,1971,1.11,3.69,0.14,43.45,481,0
2868,1424,737,624,63,2115658,6928,5421,1747,1,554,69,2717,1940,40,603,65,2509,3492,3039,53.47,828,901073,875,175,1567,2003,1107,1567,1219,1199,1365,1608,1295,1326,1010,1258,1.28,4.87,0.2,51.76,390,0
2869,35,22,12,1,57677,334,113,57,0,31,3,145,64,0,23,2,150,162,194,45.51,35,49154,30,5,39,60,29,39,36,7,18,45,56,16,30,59,2.96,9.54,0.35,62.86,510,0
2870,713,386,254,73,1089362,3733,2659,838,2,230,13,1164,908,6,488,10,893,1570,1348,53.8,162,376994,245,31,340,536,472,340,575,508,519,379,704,646,385,490,1.4,5.24,0.21,54.14,409,0
2871,382,252,91,39,790473,1937,1126,1418,3,307,77,1882,1511,25,417,59,1727,2505,2218,53.04,386,580301,582,164,680,1251,1168,680,906,1180,417,1087,1613,1370,818,1323,1.72,5.07,0.15,65.97,702,0
2872,1076,473,205,398,3336578,4037,2197,3572,8,703,77,2991,3848,36,580,84,3351,3945,5076,43.73,762,972627,864,205,1812,3746,2919,1812,2056,2393,1714,2212,3321,2681,1999,2833,1.84,3.75,0.07,43.96,1518,0
2873,160,88,71,1,2525462,985,623,6295,2,216,10,1535,6954,4,401,12,1521,2531,1815,58.24,386,392241,535,28,770,1518,1670,770,582,1595,589,1141,1284,910,906,1511,1.58,6.16,0.02,55.0,4053,0
2874,611,298,235,78,801895,2656,2167,686,3,197,21,831,799,10,254,20,780,1314,1255,51.15,119,291628,240,54,659,1034,697,659,804,583,522,701,788,1031,500,735,1.23,4.35,0.2,48.77,370,0
2875,244,140,97,7,420607,1286,978,382,1,90,8,473,503,2,146,7,539,693,595,53.8,156,176068,200,18,275,294,185,275,403,253,311,348,397,390,313,91,1.31,5.27,0.18,57.38,430,0
2876,432,246,181,4,703436,1938,1843,583,1,138,32,713,692,20,203,18,799,1260,638,66.39,307,253811,192,71,412,396,707,412,304,346,516,288,533,556,88,244,1.05,4.49,0.17,56.94,381,0
2877,1550,795,686,69,2407144,6612,6787,1968,2,361,39,2761,2319,12,375,49,2954,3901,2734,58.79,496,938790,769,102,717,1464,1610,717,1362,1594,579,2870,947,1011,2504,1024,0.97,4.27,0.16,51.29,354,0
2878,532,338,130,64,880939,3200,1597,851,0,177,15,1374,939,5,307,7,1170,1727,1730,49.96,248,417528,357,27,653,893,220,653,256,447,487,485,438,601,340,835,2.0,6.02,0.22,63.53,551,0
2879,663,309,327,27,927010,2210,2353,694,0,137,20,685,776,4,315,7,512,804,930,46.37,116,228851,170,31,598,335,658,598,202,347,222,358,667,410,313,453,0.94,3.33,0.14,46.61,393,0
2880,802,411,366,25,1413742,3362,3279,1002,2,232,43,1302,1192,12,505,23,1071,1579,1758,47.32,320,445019,592,80,778,984,1253,778,917,1060,855,675,1234,1160,580,979,1.03,4.19,0.14,51.25,431,0
2881,1274,669,528,77,1854238,7290,5189,1548,3,365,25,2312,1798,7,557,26,2256,2990,2855,51.15,456,782340,707,61,1416,2249,1600,1416,2349,807,1475,1318,2022,1708,1397,2381,1.4,5.72,0.24,52.51,357,0
2882,118,92,21,5,122413,510,375,181,0,36,12,216,183,2,48,12,175,304,211,59.03,55,64331,59,26,30,116,125,30,136,59,43,87,134,153,91,93,1.36,4.32,0.25,77.97,326,0
2883,577,289,262,26,909229,3331,2442,744,1,81,4,549,899,1,141,10,494,1200,832,59.06,208,172549,83,16,446,1059,119,446,762,257,143,643,237,536,415,608,1.36,5.77,0.22,50.09,372,0
2884,3643,1858,1667,111,6370885,17371,15162,5192,1,263,23,1775,5874,8,524,21,1711,2821,3030,48.21,435,599523,621,53,1068,2459,1420,1068,1159,1461,853,957,2182,1899,983,1794,1.15,4.77,0.16,51.0,420,0
2885,664,371,220,73,919845,3342,2187,754,1,73,6,787,851,2,114,2,747,1394,985,58.6,442,231093,140,11,246,941,483,246,786,317,542,240,572,631,359,700,1.53,5.03,0.22,55.87,420,0
2886,563,327,225,3,802764,3038,2105,896,0,48,2,149,964,0,22,4,197,265,156,62.95,73,55425,32,6,21,50,169,21,84,109,16,105,79,64,76,67,1.44,5.4,0.23,58.08,381,0
2887,486,290,181,15,1663013,1977,1914,1615,4,212,35,1418,1885,23,562,28,1083,1971,2175,47.54,312,358884,532,90,1553,1601,1147,1553,1200,1016,521,855,733,1938,797,835,1.03,4.07,0.07,59.67,868,0
2888,886,467,396,23,958768,5315,3676,1213,6,405,73,1921,1466,26,446,69,2369,3579,2004,64.11,271,711106,465,174,1153,2020,1385,1153,892,967,867,950,2075,1327,723,1561,1.45,6.0,0.33,52.71,260,0
2889,2050,1090,865,95,5543602,10886,7969,5471,1,393,19,2053,5980,5,583,17,1961,5473,5858,48.3,703,606468,649,42,818,1962,1210,818,833,914,519,2126,595,1347,1326,935,1.37,5.31,0.12,53.17,695,0
2890,678,376,284,18,1390818,3114,2690,2564,2,141,25,1100,2680,11,282,16,970,1613,1376,53.96,316,351643,385,54,1153,1830,225,1153,526,502,764,825,1054,969,625,1058,1.16,4.59,0.13,55.46,517,0
2891,1947,1036,877,25,3756505,8931,7584,2702,4,164,16,1360,3152,1,419,12,1042,1746,1401,55.48,332,419690,414,33,362,1307,669,362,621,897,536,1145,556,1052,822,955,1.18,4.59,0.14,53.21,495,0
2892,320,149,171,0,39214,961,1047,348,0,17,2,82,372,0,0,1,112,11,207,5.05,41,28432,2,3,29,35,14,29,10,6,14,24,21,30,22,25,0.92,3.0,1.47,46.56,37,0
2893,958,531,400,27,2275880,3906,3673,3204,1,249,36,1837,3606,12,718,30,1478,2240,2260,49.78,574,550405,876,79,1067,1796,1400,1067,1207,1682,1020,1030,1487,1433,941,1705,1.06,4.08,0.1,55.43,619,0
2894,14,11,0,3,6509226,67,8,10138,2,249,37,1438,11240,10,194,45,1650,2656,1452,64.65,451,479749,430,94,1200,3134,1368,1200,2218,2309,1338,3050,1877,1377,2230,2575,8.38,4.79,0.0,78.57,813653,0
2895,1703,845,798,60,2820955,6469,7661,1972,2,522,93,2309,2548,27,681,52,2160,3613,2766,56.64,427,839087,733,174,2501,2467,2318,2501,2509,1928,1884,2376,2540,2012,2060,2606,0.84,3.8,0.14,49.62,368,0
2896,272,189,68,15,3622356,1680,876,8524,2,587,44,3097,9415,14,522,39,3406,5289,6264,45.78,851,800622,1015,99,2899,5780,4940,2899,3109,4414,1907,2332,4214,6895,2187,4279,1.92,6.18,0.03,69.49,4135,0
2897,53,39,13,1,70676,417,174,65,1,41,1,154,93,0,22,3,182,169,249,40.43,27,54869,36,5,13,43,54,13,80,7,39,4,34,9,89,96,2.4,7.87,0.35,73.58,406,0
2898,1966,983,827,156,2691340,7975,7621,2141,1,372,34,1845,2716,3,569,16,1817,2076,2975,41.1,467,542851,1122,54,1176,2142,1423,1176,1338,1723,1315,2065,1760,1748,908,1683,1.05,4.06,0.18,50.0,353,0
2899,603,336,235,32,1162418,2659,2185,846,4,271,14,1200,1081,4,314,8,1146,1486,1550,48.95,275,367763,640,30,381,1146,386,381,530,1029,170,985,404,930,709,409,1.22,4.41,0.14,55.72,532,0
2900,844,470,354,18,1801685,4492,3063,2940,0,87,9,461,3130,4,71,9,498,483,773,38.46,172,147708,74,22,260,1073,511,260,672,382,410,718,538,607,291,863,1.47,5.32,0.15,55.69,588,0
2901,614,362,197,55,806768,3504,2035,759,3,278,16,1293,999,6,247,29,1553,2178,1317,62.32,518,467829,499,54,211,447,500,211,467,813,362,634,455,617,490,415,1.72,5.71,0.26,58.96,396,0
2902,295,169,115,11,472153,1658,1072,387,2,74,6,744,490,3,138,6,683,1035,656,61.21,173,228420,197,17,226,640,134,226,140,36,62,256,451,264,359,264,1.55,5.62,0.21,57.29,440,0
2903,1345,701,635,8,2141856,5065,5389,1687,1,60,13,447,2050,0,142,7,449,738,675,52.23,129,155481,185,21,516,827,856,516,682,837,397,786,643,1079,556,631,0.94,3.77,0.14,52.12,397,0
2904,929,512,394,13,1593135,3619,3693,3427,0,86,9,599,3897,1,188,10,496,586,1322,30.71,181,203871,377,20,324,453,424,324,727,777,274,591,624,627,406,681,0.98,3.9,0.14,55.11,431,0
2905,247,147,100,0,401547,1092,663,422,1,81,11,316,500,6,169,11,269,820,767,51.67,68,113032,141,29,41,291,102,41,76,183,192,43,465,200,50,303,1.65,4.42,0.16,59.51,605,0
2906,25,22,2,1,27821,341,47,41,1,30,0,128,41,0,3,2,180,238,103,69.79,99,45566,7,3,5,15,46,5,44,5,44,52,0,6,7,7,7.26,13.64,0.74,88.0,591,0
2907,1871,992,860,14,2493847,8995,6747,2375,1,125,12,731,2713,8,186,12,782,1063,965,52.42,253,252661,200,33,243,972,608,243,560,347,212,594,646,838,423,281,1.33,4.81,0.22,53.02,369,0
2908,2317,1007,711,599,1938839,8314,6481,1793,5,409,52,2196,2178,13,528,37,2129,3565,3048,53.91,310,717709,431,107,1212,1346,1529,1212,1357,962,782,1257,1580,1688,1146,900,1.28,3.59,0.26,43.46,299,0
2909,1053,540,440,73,1557478,4263,4191,2654,9,437,104,3053,2945,43,841,65,2873,4169,3227,56.37,582,1030395,910,221,1428,2858,1469,1428,502,1906,397,1001,1643,2350,578,2102,1.02,4.05,0.16,51.28,371,0
2910,647,368,233,46,729799,1709,1886,760,2,91,26,837,887,9,227,12,592,906,894,50.33,242,251041,314,49,380,552,383,380,695,235,338,719,369,634,348,299,0.91,2.64,0.14,56.88,386,0
2911,2047,1031,902,110,2550849,10511,9988,2451,1,194,29,1132,3179,3,216,13,1179,4193,3825,52.29,441,304576,398,46,690,2645,1447,690,1478,1589,621,1663,1174,2173,1289,1322,1.05,5.13,0.25,50.37,255,0
2912,691,384,287,11,748051,3767,2883,923,0,30,3,186,1137,0,82,0,194,724,316,69.62,83,69755,90,3,75,641,422,75,392,269,82,359,507,298,353,594,1.31,5.45,0.3,55.57,259,0
2913,273,221,45,7,7691811,1130,836,7380,3,295,101,1613,7122,33,510,59,1374,1790,2092,46.11,327,471758,678,196,1373,2481,1712,1373,1556,1634,852,1895,1322,2257,1562,1421,1.35,4.14,0.01,80.95,9200,0
2914,137,93,41,3,360393,1022,512,319,1,96,13,676,403,1,105,12,590,693,825,45.65,123,211579,234,27,174,217,145,174,124,275,162,182,177,336,82,142,2.0,7.46,0.17,67.88,703,0
2915,1242,658,501,83,1926733,5779,4729,1550,1,177,14,1497,1881,7,281,16,1370,2676,3045,46.78,370,459922,471,38,279,1108,499,279,1858,1415,1081,1206,1134,860,400,1848,1.22,4.65,0.18,52.98,407,0
2916,924,574,325,25,4721550,4298,3286,3505,5,809,120,4930,4245,28,1333,106,4832,7129,6088,53.94,1062,1701742,1245,259,2428,5447,4888,2428,2442,3759,1562,3082,5503,2851,3413,6069,1.31,4.65,0.05,62.12,1436,0
2917,722,302,285,135,627225,2431,2156,731,2,182,22,1035,740,5,234,15,743,1104,1321,45.53,127,312310,286,44,160,755,312,160,606,130,477,459,387,529,282,639,1.13,3.37,0.23,41.83,290,0
2918,1680,865,653,162,2197112,6966,6697,2266,2,461,76,2856,2726,26,582,81,2905,3668,3837,48.87,751,982760,1103,185,1376,2557,1260,1376,1922,1230,1537,1618,1773,2036,1269,1609,1.04,4.15,0.19,51.49,328,0
2919,612,350,232,30,1319344,3571,2149,2458,2,236,25,1756,2719,11,297,27,1832,2213,2010,52.4,409,584055,515,65,806,1145,867,806,804,922,795,843,1062,979,667,1226,1.66,5.83,0.16,57.19,613,0
2920,420,216,27,177,135863,558,236,195,1,32,7,187,207,0,34,1,308,278,292,48.77,84,76120,18,9,114,74,130,114,130,101,59,228,35,141,98,168,2.36,1.33,0.25,51.43,575,0
2921,270,144,116,10,719703,933,973,2771,0,94,14,977,2980,5,163,8,824,1004,1276,44.04,222,268677,258,27,694,757,877,694,345,808,346,395,591,1220,192,765,0.96,3.46,0.08,53.33,739,0
2922,381,225,132,24,345118,1416,866,425,0,84,8,538,486,2,133,14,498,812,615,56.9,121,172907,112,24,163,51,622,163,469,157,67,597,102,168,500,200,1.64,3.72,0.25,59.06,398,0
2923,1313,686,518,109,3379063,4315,3658,3283,0,100,15,900,3248,4,126,25,977,2287,1895,54.69,434,268857,216,44,299,725,293,299,621,724,478,827,542,683,332,597,1.18,3.29,0.08,52.25,923,0
2924,421,252,132,37,1267937,2201,1376,898,1,223,26,1274,984,17,469,26,1095,1725,1572,52.32,378,407901,278,70,1091,2162,1318,1091,1291,1200,949,1349,2064,1550,1117,1577,1.6,5.23,0.1,59.86,921,0
2925,30,22,4,4,890850,303,48,480,2,148,16,557,475,7,227,16,435,825,739,52.75,128,194357,249,41,528,785,635,528,630,1047,420,567,947,774,553,858,6.31,10.1,0.02,73.33,18559,0
2926,27,13,12,2,1743205,79,131,3001,6,425,85,2902,3498,18,539,58,2947,4703,2729,63.28,520,971606,647,167,713,3706,2357,713,1700,2149,1478,2367,2360,1984,2437,2901,0.6,2.93,0.0,48.15,13306,0
2927,453,300,134,19,715236,1933,1408,731,1,126,13,1125,827,4,227,15,858,1109,1292,46.19,381,345572,520,33,358,422,351,358,550,436,261,770,217,497,537,567,1.37,4.27,0.16,66.23,507,0
2928,3768,1815,1591,360,4324670,13102,10273,3820,3,398,25,3241,4647,2,622,15,3188,3628,4060,47.19,593,1049642,1189,45,838,2061,1432,838,1275,1338,968,1592,1170,1751,1035,1593,1.28,3.48,0.18,48.17,420,0
2929,2212,1213,970,20,3318630,14375,7992,2916,0,204,16,1369,3557,2,442,14,1214,1960,1984,49.7,221,393774,522,32,1152,2135,1540,1152,1843,2365,1649,1968,1278,1523,1473,2290,1.8,6.5,0.26,54.84,415,0
2930,219,199,11,9,9375560,1168,417,9165,3,63,24,495,9959,9,49,23,553,737,453,61.93,204,155284,75,59,198,329,163,198,277,105,151,263,185,249,173,163,2.8,5.33,0.01,90.87,22483,0
2931,1289,655,590,44,2202017,4702,5529,2753,6,189,44,1451,2950,15,512,60,1148,2269,1523,59.84,476,375529,729,125,999,1033,1213,999,1087,1972,648,1907,993,1817,1060,1469,0.85,3.65,0.13,50.81,398,0
2932,1098,536,462,100,1383015,5996,4223,1368,3,247,63,2433,1708,8,273,47,2674,3213,2838,53.1,456,654877,644,121,972,1704,702,972,928,574,1309,826,1710,912,498,980,1.42,5.46,0.26,48.82,327,0
2933,235,147,68,20,297080,1608,630,297,1,96,10,720,330,2,146,10,633,819,800,50.59,452,223283,190,23,161,164,36,161,271,116,379,339,119,149,17,48,2.55,6.84,0.32,62.55,471,0
2934,2834,1494,1319,21,4304610,18642,12753,3808,4,885,53,5521,4831,10,1283,36,5424,11414,7264,61.11,1646,1567337,1580,103,1089,5882,3664,1089,1739,992,1092,2741,2863,3137,2698,3055,1.46,6.58,0.26,52.72,337,0
2935,2237,1182,1029,22,3585250,11184,9165,2936,1,136,22,1186,3350,4,393,18,967,3545,3550,49.96,347,297082,604,45,972,1217,1523,972,1218,1714,920,2246,946,1091,1902,1264,1.22,5.0,0.19,52.84,391,0
2936,542,294,221,26,718425,2630,2057,684,0,57,2,270,896,1,27,6,307,1813,1093,62.39,47,88087,45,9,106,899,285,106,405,431,677,431,344,514,397,817,1.28,4.85,0.22,54.24,349,0
2937,667,409,250,4,3142878,3662,3083,1011,1,50,5,363,1101,2,69,9,419,401,580,40.88,115,128714,118,17,214,462,249,214,216,192,179,262,209,364,234,409,1.19,5.49,0.07,61.32,1019,0
